Format: Days, Expected Price, Expected Return, Probability of Breakeven
RAYS: 90, 21.27, -7.05, 0.3364
PHAS: 90, 2.42, -7.57, 0.3364
EPHYU: 90, 9.76, -2.1, 0.3361
GTEC: 90, 6.28, -3.35, 0.3358
LUXA: 90, 9.44, -3.91, 0.3358
CSTE: 90, 10.5, -8.15, 0.3358
NLTX: 90, 5.08, -2.69, 0.3356
ALPN: 90, 12.54, -8.74, 0.3355
TOMZ: 90, 1.68, 0.19, 0.3351
COLI: 90, 9.53, -1.29, 0.335
PEGRU: 90, 9.79, -1.11, 0.3348
RBCN: 90, 8.42, -8.66, 0.3347
EVGN: 90, 1.51, -9.39, 0.3347
CNFR: 90, 2.07, -9.49, 0.3347
DLCAU: 90, 9.79, -2.32, 0.3344
ELYS: 90, 2.86, -4.9, 0.3344
SPPI: 90, 1.18, -9.61, 0.3343
AGMH: 90, 2.75, -8.19, 0.3342
RCLFU: 90, 9.84, -1.6, 0.334
GIFI: 90, 3.67, -8.25, 0.334
GENE: 90, 1.8, -6.76, 0.3339
RESN: 90, 1.59, -9.11, 0.3339
CLIR: 90, 1.28, -8.76, 0.3335
IRCP: 90, 2.03, -9.94, 0.3335
IMCR: 90, 31.16, -9.78, 0.3334
APTO: 90, 1.24, -9.11, 0.3333
GPRO: 90, 9.67, -9.75, 0.3332
CLSD: 90, 2.58, -7.74, 0.3331
RDHL: 90, 2.11, -9.33, 0.333
NEPT: 90, 0.33, -9.86, 0.3328
CHNR: 90, 0.56, -7.96, 0.3327
SNRH: 90, 9.57, -1.76, 0.3326
KVSA: 90, 9.49, -2.38, 0.3326
NEGG: 90, 9.7, -3.69, 0.3326
ADIL: 90, 2.37, -4.87, 0.3326
RAVE: 90, 0.98, -9.67, 0.3326
CNET: 90, 0.93, -4.81, 0.3324
EOSE: 90, 7.01, -9.2, 0.3324
MICT: 90, 0.73, -8.14, 0.3322
AEYE: 90, 6.49, -3.32, 0.3319
KALV: 90, 12.2, -8.55, 0.3319
SSKN: 90, 1.27, -9.77, 0.3319
WVE: 90, 2.97, -9.5, 0.3317
LPCN: 90, 0.94, -7.75, 0.3316
QTNT: 90, 2.22, -9.78, 0.3316
RAIL: 90, 3.42, -10.41, 0.3316
JOFFU: 90, 9.75, -1.9, 0.3315
RDUS: 90, 6.23, -9.74, 0.3315
NVSAU: 90, 9.76, -2.48, 0.3313
TRUE: 90, 3.04, -9.57, 0.3312
ADAP: 90, 3.49, -8.52, 0.3311
XELB: 90, 1.0, -9.51, 0.3311
CRBU: 90, 13.27, -9.96, 0.331
KPTI: 90, 6.16, -9.39, 0.3309
FENC: 90, 3.85, -9.51, 0.3309
CERT: 90, 25.54, -10.33, 0.3309
DSEY: 90, 11.88, -7.89, 0.3308
CRBP: 90, 0.56, -8.59, 0.3308
GTX: 90, 7.26, -10.28, 0.3306
MONCU: 90, 9.87, -1.59, 0.33
GPACU: 90, 9.66, -1.76, 0.33
KBNT: 90, 2.75, -8.43, 0.33
RDBX: 90, 6.87, -9.9, 0.33
KC: 90, 13.25, -10.79, 0.3293
SVNAU: 90, 9.9, -1.27, 0.3291
ENTX: 90, 2.74, -7.25, 0.3291
LLL: 90, 2.18, -0.09, 0.329
ZYNE: 90, 2.66, -9.31, 0.3289
ALPAU: 90, 9.69, -1.4, 0.3286
AQMS: 90, 1.12, -9.34, 0.3286
BKYI: 90, 1.97, -9.12, 0.3285
ZIVO: 90, 3.31, 15.1, 0.3284
STAB: 90, 2.05, -4.77, 0.3284
PANA: 90, 9.56, -1.51, 0.3282
OMQS: 90, 6.17, -0.46, 0.3281
CCLP: 90, 1.11, -10.04, 0.3281
PGEN: 90, 3.39, -10.56, 0.328
TLSA: 90, 0.89, -6.61, 0.3279
EAST: 90, 1.72, -9.72, 0.3279
GLSI: 90, 32.07, 32.14, 0.3277
EFOI: 90, 4.02, -9.06, 0.3276
ALHC: 90, 12.71, -10.5, 0.3275
CVT: 90, 7.46, -7.59, 0.3271
IBRX: 90, 5.65, -9.74, 0.327
MNKD: 90, 4.04, -8.49, 0.3269
MRAI: 90, 4.15, -9.17, 0.3268
CLNN: 90, 3.57, -10.58, 0.3267
COVAU: 90, 9.8, -1.72, 0.3266
SELB: 90, 3.02, -9.75, 0.3265
SWETU: 90, 9.8, -1.74, 0.3263
IZEA: 90, 1.17, -6.75, 0.3263
RPTX: 90, 18.78, -10.11, 0.3263
CLRO: 90, 1.16, -10.78, 0.3263
IBBQ: 90, 22.69, -4.76, 0.3262
CJJD: 90, 0.34, -10.02, 0.3261
BLUE: 90, 9.43, -10.35, 0.3261
JRJC: 90, 6.09, -10.46, 0.3261
VQS: 90, 2.51, 7.88, 0.3258
SPTK: 90, 9.62, -1.23, 0.3258
GRPN: 90, 21.31, -11.19, 0.3257
TCDA: 90, 8.45, -10.77, 0.3255
VVPR: 90, 2.79, -6.84, 0.3254
ANNX: 90, 10.86, -10.85, 0.3253
BZ: 90, 28.53, -11.14, 0.3252
PLRX: 90, 12.18, -10.71, 0.325
BRAG: 90, 4.8, -8.17, 0.3248
DHC: 90, 2.53, -8.91, 0.3248
GLHA: 90, 9.56, -1.26, 0.3247
MARK: 90, 0.86, -10.01, 0.3247
GLRE: 90, 7.08, -7.23, 0.3244
PSNL: 90, 12.06, -11.49, 0.3242
GEG: 90, 1.84, -10.07, 0.324
JAKK: 90, 9.42, -10.08, 0.3239
RUBY: 90, 9.06, -10.03, 0.3238
DPRO: 90, 2.0, 15.91, 0.3235
CMRX: 90, 6.12, -10.43, 0.3232
RNWK: 90, 0.89, -10.58, 0.3232
AGGR: 90, 9.58, -1.43, 0.3231
EPIX: 90, 11.98, -9.93, 0.3231
MACK: 90, 3.52, -10.82, 0.3229
OZON: 90, 27.09, -9.64, 0.3226
PXS: 90, 0.45, -10.23, 0.3226
GNUS: 90, 0.97, -9.75, 0.3222
BCAC: 90, 9.74, -2.67, 0.322
LION: 90, 9.67, -2.15, 0.3218
OCX: 90, 1.92, -9.12, 0.3218
CLDX: 90, 35.31, -10.7, 0.3216
MCRB: 90, 7.98, -9.24, 0.3213
TRVG: 90, 1.8, -12.33, 0.3213
HUMA: 90, 6.57, -10.76, 0.3212
AMRS: 90, 4.72, -10.55, 0.3205
WHLR: 90, 1.66, -11.36, 0.3204
PAQC: 90, 9.59, -1.56, 0.3203
FLDM: 90, 3.34, -11.21, 0.3203
CRTD: 90, 2.01, -9.21, 0.3202
GOBI: 90, 9.4, -2.21, 0.32
BBIG: 90, 2.27, -8.8, 0.32
AVCO: 90, 0.82, -8.79, 0.3199
TYME: 90, 0.61, -10.26, 0.3199
ANTE: 90, 1.39, -11.4, 0.3194
ORIC: 90, 13.62, -11.76, 0.3194
NERV: 90, 0.76, -11.63, 0.3193
SRGA: 90, 0.64, -11.02, 0.3192
CCNC: 90, 0.92, -10.1, 0.319
BYSI: 90, 3.92, -11.35, 0.319
AGIL: 90, 4.78, -11.62, 0.319
MARA: 90, 32.12, -5.58, 0.3189
SURF: 90, 4.26, -11.05, 0.3188
CVET: 90, 17.72, -11.63, 0.3188
EOSEW: 90, 2.67, -4.87, 0.3187
VLON: 90, 5.52, -9.88, 0.3187
ALTM: 90, 56.3, -10.66, 0.3186
LAAAW: 90, 0.64, -2.82, 0.3185
VXRT: 90, 5.9, -8.64, 0.3185
IPWR: 90, 8.9, -11.41, 0.3185
DTEA: 90, 2.7, -12.04, 0.3184
LTCH: 90, 6.49, -12.67, 0.3184
LRMR: 90, 10.02, -4.77, 0.3183
BBIO: 90, 12.91, -9.9, 0.3183
HLBZ: 90, 5.2, -10.44, 0.3183
PRTK: 90, 3.91, -11.46, 0.3182
SVVC: 90, 3.65, -8.42, 0.3181
VYGR: 90, 2.4, -12.57, 0.318
ICPT: 90, 15.31, -11.69, 0.3176
CURI: 90, 5.09, -11.37, 0.3175
SYRS: 90, 3.0, -11.59, 0.3175
PTIC: 90, 9.56, -2.4, 0.3173
NCTY: 90, 6.4, -9.16, 0.3172
KSPN: 90, 9.05, -10.27, 0.3172
KIIIU: 90, 9.69, -1.4, 0.317
MKTW: 90, 6.39, -9.82, 0.317
EVOJU: 90, 9.8, -1.48, 0.3169
CRVS: 90, 2.1, -11.57, 0.3169
VJET: 90, 5.25, -10.9, 0.3166
BCDA: 90, 1.89, -10.08, 0.3165
HHS: 90, 6.87, -12.04, 0.3165
FOSL: 90, 8.98, -12.98, 0.3164
NRACU: 90, 9.65, -1.67, 0.3163
PPBT: 90, 3.39, -13.14, 0.3163
CELU: 90, 4.69, -9.7, 0.3161
DTIL: 90, 6.97, -11.29, 0.3161
ASTR: 90, 5.91, -11.88, 0.3161
GNAC: 90, 9.45, -3.23, 0.316
EPZM: 90, 2.29, -11.5, 0.3159
NVFY: 90, 1.67, -11.76, 0.3159
OVID: 90, 2.82, -11.82, 0.3158
ESPR: 90, 4.28, -12.5, 0.3158
VTGN: 90, 1.76, -8.0, 0.3154
LMACA: 90, 10.1, -2.99, 0.3153
CLPS: 90, 1.78, -9.82, 0.3153
MGTA: 90, 4.13, -11.84, 0.3153
XLO: 90, 16.09, 0.59, 0.3152
SLAMU: 90, 9.7, -1.92, 0.3152
QUIK: 90, 4.58, -12.45, 0.315
GSEVU: 90, 9.76, -2.45, 0.3149
SKYT: 90, 14.06, -8.52, 0.3148
SYTA: 90, 2.94, -9.54, 0.3148
INFI: 90, 2.02, -11.38, 0.3144
JAQC: 90, 9.55, -0.63, 0.3143
QIPT: 90, 5.12, -5.84, 0.3141
MDJH: 90, 1.59, -12.02, 0.3137
OCG: 90, 4.74, -5.97, 0.3136
TGVC: 90, 9.75, -0.74, 0.3135
PAYO: 90, 6.15, -10.64, 0.3135
WBND: 90, 23.31, -12.41, 0.3135
PMGMU: 90, 9.74, -1.73, 0.3133
FNGR: 90, 8.55, 8.77, 0.3132
ADMA: 90, 1.07, -12.06, 0.3131
IMTE: 90, 4.47, -0.81, 0.313
ATIF: 90, 3.06, -6.14, 0.313
PETZ: 90, 4.09, -3.62, 0.3129
TXMD: 90, 0.33, -12.68, 0.3128
PRAX: 90, 16.54, -12.72, 0.3128
BCTX: 90, 7.77, -10.01, 0.3127
YTRA: 90, 1.5, -12.47, 0.3123
LNSR: 90, 5.33, -12.28, 0.3117
SHLS: 90, 21.37, -12.57, 0.3117
PTPI: 90, 3.53, -3.21, 0.3115
ARYD: 90, 9.43, -5.0, 0.3114
WATT: 90, 1.08, -12.22, 0.3114
EACPU: 90, 9.82, -1.54, 0.3113
GMIIU: 90, 9.97, -3.09, 0.3113
LGVN: 90, 14.61, 18.4, 0.3112
MDIA: 90, 5.29, 13.09, 0.3105
LTCHW: 90, 1.68, -3.98, 0.3105
INVZ: 90, 5.29, -12.15, 0.3105
CTIC: 90, 2.19, -12.31, 0.3103
NNOX: 90, 13.8, -10.25, 0.3101
OBSV: 90, 1.76, -13.12, 0.31
BLBX: 90, 2.82, -7.29, 0.3099
AYLA: 90, 7.49, -12.15, 0.3099
TIGR: 90, 3.97, -13.27, 0.3098
DNUT: 90, 15.7, -12.89, 0.3096
HCIIU: 90, 9.65, -2.52, 0.3094
ACCD: 90, 62.82, 58.93, 0.3093
ERAS: 90, 12.71, -14.49, 0.3092
CVAC: 90, 29.88, -12.87, 0.3091
TRIB: 90, 1.27, -12.88, 0.3091
BSFC: 90, 1.49, -5.9, 0.309
NAACU: 90, 9.85, -1.75, 0.3089
LUMO: 90, 6.45, -8.78, 0.3089
TRVN: 90, 0.51, -12.28, 0.3089
DNAA: 90, 9.75, -1.55, 0.3086
SSAAU: 90, 9.64, -2.14, 0.3086
BLRX: 90, 1.85, -12.79, 0.3085
CAPR: 90, 2.65, -10.94, 0.3082
CFRX: 90, 2.23, -13.65, 0.3082
SCLEU: 90, 9.85, -1.99, 0.3081
EVOK: 90, 0.49, -11.99, 0.308
ABEO: 90, 0.26, -13.49, 0.308
SHACU: 90, 9.79, -1.76, 0.3077
PMVP: 90, 20.64, -13.49, 0.3077
CYTHW: 90, 2.22, 10.12, 0.3075
PAX: 90, 15.03, -9.15, 0.3075
MSAC: 90, 9.54, -1.92, 0.3074
WEJO: 90, 6.64, -13.0, 0.3074
AGTC: 90, 1.65, -13.29, 0.3074
QSI: 90, 6.46, -11.47, 0.3072
MOR: 90, 8.31, -10.69, 0.3071
CTAQ: 90, 9.55, -2.15, 0.3069
TAOP: 90, 1.69, -13.95, 0.3069
ADMP: 90, 0.51, -12.5, 0.3065
SOHOB: 90, 16.12, -1.6, 0.3054
RAIN: 90, 10.85, -13.5, 0.3053
BIS: 90, 17.86, -11.73, 0.3052
TLRY: 90, 6.32, -11.58, 0.305
DUOT: 90, 6.06, -0.62, 0.3049
AVCT: 90, 2.01, -12.12, 0.3049
SND: 90, 1.54, -13.76, 0.3044
RIBT: 90, 0.3, -13.86, 0.3043
FVE: 90, 2.53, -14.02, 0.3043
ADXN: 90, 5.77, -11.51, 0.304
WAFU: 90, 3.96, -0.5, 0.3037
SLNG: 90, 3.8, -12.7, 0.3037
PONO: 90, 9.89, -0.69, 0.3036
MTEM: 90, 2.96, -14.0, 0.3033
LTBR: 90, 6.23, -14.25, 0.3032
FTFT: 90, 1.13, -8.74, 0.3031
STRR: 90, 2.55, -14.31, 0.303
TIGO: 90, 25.93, -10.16, 0.3023
CTXR: 90, 1.34, -13.0, 0.3023
OBLG: 90, 0.87, -14.34, 0.3017
SCOR: 90, 2.94, -14.09, 0.3015
HYZN: 90, 5.72, -14.59, 0.3014
ME: 90, 5.73, -14.37, 0.301
SVFAU: 90, 9.76, -5.77, 0.3006
BIMI: 90, 0.46, -6.32, 0.3003
PTE: 90, 0.36, -14.51, 0.3003
PLXP: 90, 6.76, -13.77, 0.3002
ATHE: 90, 0.63, -13.87, 0.2999
SNOA: 90, 3.97, -14.8, 0.2998
IMBI: 90, 4.27, -15.13, 0.2997
AMPGW: 90, 1.41, -3.99, 0.2996
BFRA: 90, 2.81, -13.86, 0.2996
COOL: 90, 9.61, -1.76, 0.2994
RIDE: 90, 3.1, -14.4, 0.2994
REAL: 90, 9.38, -14.88, 0.2993
TUSK: 90, 1.53, -15.66, 0.2993
GDRX: 90, 28.28, -13.54, 0.2992
OTIC: 90, 1.81, -14.93, 0.2991
RSVR: 90, 6.75, -11.03, 0.299
CREG: 90, 4.47, -14.15, 0.2989
AEHL: 90, 1.31, -14.53, 0.2989
LIXT: 90, 1.23, 4.58, 0.2988
REED: 90, 0.3, -15.21, 0.2986
NTRBW: 90, 1.73, 10.33, 0.2983
VTVT: 90, 0.83, -14.89, 0.298
IQ: 90, 3.55, -13.63, 0.2978
CETXP: 90, 1.6, -11.62, 0.2977
TOUR: 90, 0.82, -14.58, 0.2977
CIDM: 90, 1.01, -14.8, 0.2977
ASTC: 90, 0.58, -14.7, 0.2973
SNGX: 90, 0.6, -15.79, 0.2972
ACRX: 90, 0.43, -14.85, 0.297
DGLY: 90, 0.93, -15.04, 0.2969
MRIN: 90, 3.34, -15.08, 0.2969
GXII: 90, 9.52, -2.02, 0.2968
IBTL: 90, 24.41, -1.7, 0.2967
COIN: 90, 221.48, -14.05, 0.2967
AGFY: 90, 7.93, -14.36, 0.2966
CSCW: 90, 0.45, -11.87, 0.2964
YVR: 90, 1.0, -15.66, 0.2964
DCRNU: 90, 10.17, -3.13, 0.2962
LTRPA: 90, 1.9, -14.48, 0.296
GNACU: 90, 9.5, -4.28, 0.2959
FRSX: 90, 1.48, -15.83, 0.2959
SCYX: 90, 5.53, -14.74, 0.2957
SNAX: 90, 4.52, -8.88, 0.2954
EFTR: 90, 7.3, -9.75, 0.2954
BENEW: 90, 0.77, 1.51, 0.2951
NDRA: 90, 0.63, -15.12, 0.2949
CLXT: 90, 1.79, -14.93, 0.2947
USAU: 90, 7.5, -17.21, 0.2946
BCSAU: 90, 9.85, -2.39, 0.2945
AGRX: 90, 0.44, -13.69, 0.2944
GMDA: 90, 2.17, -15.04, 0.2944
SCLE: 90, 9.57, -2.76, 0.2943
CNTG: 90, 4.6, -15.46, 0.294
CRTX: 90, 11.36, -12.82, 0.2938
LILMW: 90, 1.14, -16.09, 0.2933
GHACU: 90, 9.73, -1.77, 0.2932
MBIO: 90, 1.47, -15.58, 0.2931
IBTK: 90, 22.93, -1.71, 0.293
HIIIU: 90, 9.63, -1.9, 0.293
TCRR: 90, 3.96, -15.71, 0.2928
TIG: 90, 7.99, -14.11, 0.2927
ENDP: 90, 3.42, -15.55, 0.2926
CYAD: 90, 3.31, -15.42, 0.2924
NCNO: 90, 48.25, -13.5, 0.2921
CRKN: 90, 2.62, -17.18, 0.292
DBVT: 90, 1.39, -16.18, 0.2915
ZCMD: 90, 1.56, -15.75, 0.2913
SNCR: 90, 2.05, -15.99, 0.2911
CFMS: 90, 0.65, -17.35, 0.291
CAN: 90, 4.37, -11.97, 0.2909
SGLB: 90, 1.67, -11.24, 0.2907
VTIQU: 90, 9.56, -3.91, 0.2906
FLNC: 90, 29.21, -14.69, 0.2906
ATER: 90, 3.33, -14.28, 0.2905
KMPH: 90, 7.78, -16.71, 0.2905
AQST: 90, 3.29, -16.6, 0.2904
IMRN: 90, 2.24, -9.5, 0.2901
BTX: 90, 3.8, -12.62, 0.2895
KDNY: 90, 13.74, -15.61, 0.2894
JANX: 90, 17.08, -16.13, 0.2893
FLAC: 90, 9.41, -3.49, 0.2891
LILM: 90, 6.38, -13.19, 0.2887
COGT: 90, 7.1, -16.78, 0.2886
SPTKU: 90, 9.77, -1.56, 0.2885
ALLK: 90, 9.11, -10.78, 0.2883
ARDX: 90, 0.87, -17.25, 0.2882
ALVR: 90, 11.3, -17.7, 0.2882
ORGN: 90, 5.73, -12.53, 0.2881
KTRA: 90, 0.46, -16.23, 0.2875
SLNO: 90, 0.4, -15.82, 0.2874
USEG: 90, 2.85, -17.77, 0.2872
SPCB: 90, 0.38, -17.13, 0.2871
IFRX: 90, 3.87, -11.02, 0.287
VIOT: 90, 1.97, -16.44, 0.2868
BNGO: 90, 2.75, -9.28, 0.2867
SVRA: 90, 1.06, -16.87, 0.2867
RSVRW: 90, 1.27, -16.57, 0.2866
CLVS: 90, 2.34, -17.02, 0.2865
TANH: 90, 0.37, -17.07, 0.2865
BSKY: 90, 9.53, -1.96, 0.2864
RENO: 90, 0.61, -18.47, 0.2863
SESN: 90, 0.7, -14.77, 0.2854
FREQ: 90, 4.5, -15.55, 0.2854
SUNW: 90, 2.64, -15.43, 0.2853
ZKIN: 90, 1.13, -17.28, 0.2848
CDTX: 90, 1.04, -15.51, 0.2845
MACAU: 90, 9.68, -2.83, 0.2843
NAUT: 90, 4.75, -17.25, 0.2842
AESE: 90, 1.49, -17.07, 0.2839
YI: 90, 2.64, -18.09, 0.2837
FIXX: 90, 3.21, -16.22, 0.2836
WTRH: 90, 0.66, -17.39, 0.283
CCAI: 90, 9.6, -1.43, 0.2829
GRTX: 90, 3.78, -18.39, 0.2828
LTRN: 90, 6.02, -18.06, 0.2825
MEDS: 90, 2.51, 3.86, 0.2822
LGVCU: 90, 9.81, -2.18, 0.2819
PALT: 90, 2.84, -4.63, 0.2818
SNCY: 90, 23.54, -14.55, 0.2818
ELMS: 90, 5.4, -13.88, 0.2816
CREX: 90, 1.2, -14.29, 0.2816
PSTI: 90, 1.27, -16.63, 0.2815
EXFY: 90, 32.02, -20.03, 0.2815
KINZ: 90, 9.83, -1.51, 0.2813
COCP: 90, 0.55, -17.94, 0.2812
NCNA: 90, 1.97, -18.22, 0.2807
CABA: 90, 3.3, -15.61, 0.2805
HUSN: 90, 2.25, -14.09, 0.2804
MOXC: 90, 3.01, -16.82, 0.28
RVPH: 90, 2.34, -15.6, 0.2799
OPT: 90, 6.48, -15.75, 0.2797
HOFV: 90, 1.28, -19.09, 0.2797
GBOX: 90, 5.06, 13.64, 0.2795
BOXL: 90, 1.13, -15.2, 0.2795
ETTX: 90, 1.85, -19.1, 0.2795
PHUN: 90, 2.45, -9.55, 0.2794
TCON: 90, 2.14, -18.75, 0.2794
MIST: 90, 6.07, -10.77, 0.2793
WIMI: 90, 2.52, -14.48, 0.2793
SLGC: 90, 9.26, -15.08, 0.2787
ELOX: 90, 0.58, -18.22, 0.2787
COMS: 90, 0.65, -19.17, 0.2787
BVS: 90, 12.32, -13.57, 0.2785
PIII: 90, 6.41, -14.16, 0.2783
NUZE: 90, 3.9, -16.71, 0.2783
ABGI: 90, 9.57, -2.27, 0.2782
TCVA: 90, 9.5, -3.72, 0.2781
MNTS: 90, 3.58, -16.62, 0.2781
NMTC: 90, 1.6, -18.95, 0.2772
OSTRW: 90, 0.4, -18.82, 0.2771
SLGG: 90, 1.92, -18.96, 0.2767
GNPX: 90, 1.06, -14.26, 0.2766
CIH: 90, 0.77, -18.47, 0.2764
AQB: 90, 1.77, -19.28, 0.2763
DTST: 90, 3.89, 19.54, 0.2757
APVO: 90, 6.42, -20.27, 0.2757
ADVM: 90, 1.49, -19.67, 0.2755
ACER: 90, 1.96, -17.65, 0.275
RETO: 90, 1.12, -19.73, 0.275
BASE: 90, 20.34, -19.83, 0.2747
RZLT: 90, 4.26, -13.08, 0.2746
ATNX: 90, 1.2, -18.73, 0.2746
TWKS: 90, 22.51, -15.57, 0.2743
ATXI: 90, 0.74, -19.65, 0.2741
CFFSU: 90, 9.91, -1.13, 0.2739
DARE: 90, 1.64, -19.25, 0.2739
ONCT: 90, 1.96, -16.58, 0.2735
NNDM: 90, 3.16, -19.11, 0.2735
PBLA: 90, 1.53, -14.05, 0.2734
VRDN: 90, 17.05, -17.43, 0.2734
AUTL: 90, 4.31, -18.25, 0.2734
FSRX: 90, 9.4, -3.61, 0.2731
APDN: 90, 3.56, -18.38, 0.273
WKEY: 90, 3.34, -20.03, 0.2728
RMTI: 90, 0.31, -18.92, 0.2727
NH: 90, 0.89, -19.89, 0.2726
FNHC: 90, 1.23, -14.24, 0.2722
KERN: 90, 1.49, -19.26, 0.272
DNAB: 90, 9.71, -1.72, 0.2719
NBSE: 90, 2.18, -20.36, 0.2713
MMMB: 90, 1.73, -15.7, 0.271
CALA: 90, 0.52, -19.94, 0.271
NXTP: 90, 0.7, -20.16, 0.271
CLSK: 90, 8.94, -10.15, 0.2708
LIFE: 90, 6.09, -19.73, 0.2708
ACST: 90, 1.03, -19.59, 0.2707
HCICU: 90, 9.39, -6.46, 0.2706
ASLN: 90, 0.96, -16.57, 0.2706
TTOO: 90, 0.38, -20.87, 0.2704
PLIN: 90, 1.16, -20.15, 0.2703
TBCPU: 90, 9.66, -2.77, 0.2702
NXTC: 90, 5.01, -18.76, 0.27
APEN: 90, 6.48, -20.16, 0.2698
ASRT: 90, 1.62, -19.45, 0.2697
BIGC: 90, 29.57, -19.96, 0.2697
TKNO: 90, 16.07, -20.19, 0.2697
ONVO: 90, 3.12, -20.76, 0.2697
COLIU: 90, 9.65, -2.56, 0.2696
PNT: 90, 4.88, -18.47, 0.2693
SYBX: 90, 1.99, -19.02, 0.2692
TEDU: 90, 1.36, -19.05, 0.2689
TRMR: 90, 12.39, -15.63, 0.2684
IPDN: 90, 0.86, -20.24, 0.2684
GLG: 90, 0.33, -20.71, 0.2683
CGRN: 90, 2.7, -20.52, 0.2682
HOWL: 90, 9.68, -19.0, 0.268
TDUP: 90, 10.6, -21.78, 0.2679
AREC: 90, 1.98, 5.97, 0.2678
BRQS: 90, 0.35, -19.72, 0.2678
ACET: 90, 13.57, -18.41, 0.2677
MULN: 90, 4.35, -17.03, 0.2674
BCAB: 90, 16.08, -18.13, 0.2673
PHCF: 90, 1.09, -20.64, 0.267
ZEST: 90, 1.83, -18.11, 0.2669
OGI: 90, 1.46, -22.01, 0.2668
CETX: 90, 0.63, -22.62, 0.2667
CYCC: 90, 3.13, -21.46, 0.2662
DWSH: 90, 7.59, -11.87, 0.2657
NCSM: 90, 25.26, -21.86, 0.2657
UXIN: 90, 1.1, -21.41, 0.2655
AKTX: 90, 1.23, -21.29, 0.2651
GNFT: 90, 4.07, -21.46, 0.265
PRSR: 90, 9.53, -2.23, 0.2649
AEAE: 90, 9.06, -9.32, 0.2649
EQ: 90, 3.59, -14.52, 0.2648
MREO: 90, 1.29, -21.52, 0.2648
OLB: 90, 2.6, -7.78, 0.2647
BIOL: 90, 0.31, -21.31, 0.2647
ARDS: 90, 1.66, -21.81, 0.2646
SRSAW: 90, 1.04, -22.68, 0.2646
GATE: 90, 9.7, -0.74, 0.2645
CRDF: 90, 4.8, -23.66, 0.2644
FCEL: 90, 4.21, -21.37, 0.2642
LOGC: 90, 1.83, -20.25, 0.2639
NLSPW: 90, 0.49, -13.25, 0.2638
CYTH: 90, 3.47, -17.75, 0.2637
CLBS: 90, 0.69, -20.67, 0.2635
APPH: 90, 3.45, -21.46, 0.2632
DATS: 90, 2.52, -15.69, 0.2628
ENLV: 90, 4.74, -22.45, 0.2624
STSA: 90, 4.04, -20.63, 0.2621
GRAB: 90, 5.83, -19.48, 0.262
PFDRU: 90, 9.57, -2.84, 0.2618
DNAC: 90, 9.67, -1.9, 0.2614
SWAG: 90, 9.71, -1.42, 0.2613
GTBP: 90, 2.6, -21.28, 0.2613
OAS: 90, 144.71, 10.45, 0.2611
VLCN: 90, 7.96, -20.87, 0.2607
PDSB: 90, 6.5, -21.79, 0.2605
EGLE: 90, 36.73, -22.06, 0.2604
HTGM: 90, 4.28, -22.31, 0.2604
STIM: 90, 3.41, -21.86, 0.26
AKU: 90, 1.47, -16.29, 0.2595
KXIN: 90, 0.94, -19.08, 0.2595
SUMO: 90, 11.55, -19.81, 0.2595
AIH: 90, 2.86, -20.11, 0.2594
CLSN: 90, 0.45, -22.57, 0.2594
EKSO: 90, 2.23, -21.94, 0.2592
IGAP: 90, 4.27, -1.21, 0.2591
APTX: 90, 2.22, -22.3, 0.2587
GNCA: 90, 0.99, -22.61, 0.2587
MDVL: 90, 1.25, -23.01, 0.2585
ABIO: 90, 1.78, -23.36, 0.2584
ARAV: 90, 1.85, -23.37, 0.2578
EYES: 90, 1.38, -22.76, 0.2576
LVOX: 90, 4.5, -9.46, 0.2575
BLPH: 90, 2.39, -22.59, 0.2574
MBRX: 90, 1.31, -25.43, 0.2571
KPLT: 90, 2.46, -23.73, 0.2569
XERS: 90, 2.03, -23.73, 0.2569
ZVO: 90, 1.02, -24.22, 0.2568
FFIE: 90, 4.01, -20.83, 0.2564
ALT: 90, 7.16, -22.18, 0.2563
TARA: 90, 4.96, -23.93, 0.2563
NXTD: 90, 2.65, -24.75, 0.2561
KLDO: 90, 2.04, -24.25, 0.256
LYL: 90, 1.01, -23.2, 0.2559
EIGR: 90, 4.17, -22.91, 0.2557
MCLD: 90, 4.22, -12.37, 0.2544
AUGX: 90, 2.56, -23.34, 0.2544
HLAHU: 90, 9.63, -3.25, 0.2541
PRLD: 90, 10.05, -23.53, 0.254
TMDI: 90, 0.52, -23.81, 0.2538
LGACU: 90, 9.67, -2.2, 0.2536
HSDT: 90, 4.23, -24.22, 0.2532
PSTX: 90, 5.68, -21.76, 0.253
RNW: 90, 6.61, -15.21, 0.2519
VACC: 90, 8.73, -18.48, 0.2519
WWAC: 90, 9.59, -1.33, 0.2517
ALF: 90, 2.11, -13.0, 0.2514
MFH: 90, 2.55, -25.32, 0.2512
OTLK: 90, 1.07, -24.61, 0.2509
ERYP: 90, 1.88, -23.7, 0.2507
EVFM: 90, 0.3, -26.14, 0.2505
SFT: 90, 2.67, -17.23, 0.2501
IIII: 90, 9.48, -3.35, 0.2497
BIVI: 90, 3.48, -26.59, 0.2496
TENX: 90, 0.8, -25.9, 0.2495
YMTX: 90, 2.4, -24.8, 0.2491
GFGDU: 90, 9.92, -0.74, 0.249
LMACU: 90, 9.97, -7.59, 0.249
BNTC: 90, 2.13, -24.59, 0.2489
SCOA: 90, 9.51, -2.56, 0.2488
