Format: Days, Expected Price, Expected Return, Probability of Breakeven
HCKT: 90, 21.98, 5.11, 0.5511
WSTG: 90, 36.53, 5.02, 0.551
ETSY: 90, 246.54, 9.99, 0.5509
ZIONL: 90, 27.58, 1.81, 0.5507
RCACU: 90, 10.03, 1.31, 0.5507
SNLN: 90, 15.97, 0.44, 0.5507
PRCH: 90, 17.6, 8.43, 0.5506
VIAV: 90, 18.5, 4.17, 0.5506
TIOA: 90, 9.8, 0.6, 0.5504
DCRD: 90, 9.89, 0.39, 0.5503
FUNC: 90, 19.07, 4.31, 0.5502
RMBS: 90, 30.98, 4.92, 0.5501
YNDX: 90, 63.25, 5.79, 0.5499
ITHX: 90, 9.9, 0.86, 0.5498
FDBC: 90, 60.8, 5.89, 0.5496
CCAIU: 90, 10.17, 1.66, 0.5495
ZYXI: 90, 12.27, 18.75, 0.5494
CVCO: 90, 339.71, 6.79, 0.5494
BBH: 90, 194.53, 2.62, 0.5494
PYZ: 90, 97.72, 2.99, 0.5493
ICHR: 90, 51.89, 11.0, 0.5492
LKQ: 90, 61.92, 4.21, 0.5492
CRUS: 90, 99.04, 6.67, 0.5489
PNFP: 90, 100.91, 4.91, 0.5489
FGM: 90, 55.16, 2.43, 0.5488
GOOD: 90, 26.62, 4.71, 0.5487
DRVN: 90, 35.27, 5.39, 0.5486
EWJV: 90, 27.3, 2.01, 0.5486
RNDM: 90, 56.76, 1.59, 0.5486
RCHG: 90, 9.93, 0.45, 0.5484
BRKL: 90, 16.9, 3.8, 0.5483
GH: 90, 109.02, 11.7, 0.5482
BANF: 90, 74.92, 5.25, 0.5482
ADUS: 90, 100.41, 6.6, 0.5481
DVLU: 90, 26.23, 3.88, 0.5481
EXC: 90, 58.47, 3.11, 0.5481
IOSP: 90, 96.1, 4.34, 0.548
CLBK: 90, 21.58, 2.91, 0.548
ULTA: 90, 430.04, 5.75, 0.5479
PLUS: 90, 56.88, 5.42, 0.5479
COLM: 90, 101.81, 4.4, 0.5479
CRSR: 90, 23.61, 10.49, 0.5478
ROLL: 90, 216.42, 5.88, 0.5478
GLBL: 90, 9.95, 0.68, 0.5478
FVCB: 90, 20.97, 6.29, 0.5476
QDEL: 90, 138.94, 7.87, 0.5475
RPAY: 90, 19.79, 6.2, 0.5475
PSCF: 90, 63.17, 2.94, 0.5475
FRME: 90, 43.54, 3.94, 0.5473
MPAC: 90, 10.12, 1.08, 0.5473
RUSHB: 90, 57.2, 5.78, 0.5472
SIGIP: 90, 25.85, 0.67, 0.5472
IMAQU: 90, 10.59, 2.34, 0.5471
ZION: 90, 66.52, 4.62, 0.547
FDIV: 90, 50.99, 1.31, 0.547
CCEL: 90, 12.79, 7.88, 0.5468
DORM: 90, 117.52, 4.12, 0.5468
UMBF: 90, 111.59, 4.0, 0.5468
BKNG: 90, 2478.54, 3.79, 0.5468
HWEL: 90, 9.7, 0.41, 0.5467
SBCF: 90, 37.06, 4.79, 0.5466
KBWB: 90, 70.57, 3.52, 0.5466
TSEM: 90, 41.69, 5.63, 0.5465
VBTX: 90, 42.27, 5.49, 0.5465
WEN: 90, 25.19, 5.34, 0.5464
OTEX: 90, 49.13, 3.08, 0.5462
ROSE: 90, 9.98, 0.83, 0.5462
HYXF: 90, 51.94, 0.64, 0.5462
SNCE: 90, 13.95, 7.92, 0.5461
EWJE: 90, 38.2, 2.1, 0.5461
NLOK: 90, 27.46, 4.27, 0.5458
CORT: 90, 21.25, 9.35, 0.5457
CSML: 90, 37.96, 3.12, 0.5457
FRAF: 90, 34.23, 3.58, 0.5456
GACQU: 90, 10.23, 1.12, 0.5455
QLYS: 90, 150.57, 6.37, 0.5453
AAXJ: 90, 83.86, 2.03, 0.5451
SANG: 90, 20.95, 20.22, 0.545
AMGN: 90, 234.13, 2.79, 0.545
CIVB: 90, 26.08, 5.1, 0.5449
NBTB: 90, 39.82, 3.25, 0.5449
SWTX: 90, 71.23, 14.5, 0.5447
FNLC: 90, 33.17, 4.44, 0.5446
UCBI: 90, 37.87, 4.2, 0.5446
FFIV: 90, 256.78, 3.51, 0.5446
BCOW: 90, 11.57, 4.92, 0.5445
VABK: 90, 37.72, 3.21, 0.5444
PSCM: 90, 69.38, 2.86, 0.5441
PBHC: 90, 17.68, 3.39, 0.544
UBND: 90, 25.04, 0.18, 0.544
MAR: 90, 173.62, 4.07, 0.5439
TCAC: 90, 9.89, 0.65, 0.5439
SWSS: 90, 9.86, 0.74, 0.5438
AGYS: 90, 46.55, 6.43, 0.5437
BPMC: 90, 120.13, 8.97, 0.5436
BSMV: 90, 25.13, 0.45, 0.5435
PMGM: 90, 9.77, 0.37, 0.5434
ASPC: 90, 9.92, 0.36, 0.5434
NXPI: 90, 243.49, 5.33, 0.5433
FYT: 90, 54.91, 2.98, 0.5431
BWACU: 90, 10.9, 1.99, 0.5431
FTHM: 90, 22.81, 15.61, 0.543
CRAI: 90, 100.21, 5.82, 0.543
RDWR: 90, 42.88, 3.3, 0.5429
TAIT: 90, 4.31, 8.31, 0.5428
CHRW: 90, 110.39, 2.69, 0.5428
INDY: 90, 48.39, 2.44, 0.5428
EFAS: 90, 16.15, 1.99, 0.5427
FTXO: 90, 34.25, 3.83, 0.5426
MTBCP: 90, 30.12, 4.47, 0.5425
NTAP: 90, 97.43, 4.37, 0.5425
PZZA: 90, 145.21, 5.02, 0.5424
OSBC: 90, 13.41, 4.48, 0.5424
LWLG: 90, 17.07, 13.7, 0.5423
SYNA: 90, 315.34, 7.24, 0.5422
NTRSO: 90, 27.43, 2.25, 0.5422
VNQI: 90, 54.57, 1.3, 0.5422
GRVY: 90, 84.3, 16.19, 0.5421
LUNA: 90, 9.1, 8.49, 0.5421
IMCC: 90, 5.32, 35.18, 0.5419
EMXC: 90, 62.06, 2.21, 0.5417
MBWM: 90, 36.82, 4.12, 0.5416
DHIL: 90, 198.91, 3.22, 0.5416
GCBC: 90, 38.17, 5.3, 0.5413
PCAR: 90, 89.94, 2.57, 0.5412
ZIONO: 90, 27.03, 2.13, 0.5412
AACI: 90, 9.99, 1.76, 0.5412
OSTR: 90, 9.77, 0.26, 0.5411
VTAQU: 90, 10.89, 1.79, 0.5409
GLPI: 90, 49.79, 4.27, 0.5408
PATK: 90, 87.38, 7.39, 0.5407
CLAR: 90, 28.84, 5.78, 0.5407
CFVI: 90, 11.26, 4.67, 0.5407
RCHGU: 90, 10.21, 0.72, 0.5405
AEPPZ: 90, 52.81, 1.33, 0.5402
PRGS: 90, 50.98, 3.57, 0.5401
BKSC: 90, 20.96, 3.15, 0.5401
PPH: 90, 78.56, 1.63, 0.5401
CHSCN: 90, 27.85, 2.26, 0.54
NEWTZ: 90, 26.09, 0.92, 0.5399
ARBGU: 90, 10.08, 0.59, 0.5399
UCTT: 90, 63.56, 8.97, 0.5397
SMMF: 90, 29.13, 5.24, 0.5396
DTRT: 90, 10.12, 1.39, 0.5395
TFSL: 90, 18.35, 2.41, 0.5394
LARK: 90, 29.43, 2.91, 0.5393
CTRE: 90, 24.08, 5.11, 0.5391
HAS: 90, 103.45, 3.81, 0.5389
QABA: 90, 61.19, 3.09, 0.5389
MLAC: 90, 10.04, 0.47, 0.5389
FITB: 90, 46.12, 4.81, 0.5387
OPBK: 90, 13.56, 3.37, 0.5387
SHEN: 90, 27.2, 4.78, 0.5386
HTBI: 90, 32.62, 3.62, 0.5385
KRYS: 90, 83.11, 14.89, 0.5384
WWD: 90, 114.78, 4.35, 0.5382
DWCR: 90, 37.73, 2.06, 0.5381
UNTY: 90, 28.35, 6.42, 0.538
WILC: 90, 20.4, 5.38, 0.538
NBIX: 90, 90.29, 6.69, 0.5379
OTRA: 90, 10.17, 0.41, 0.5379
SEIC: 90, 63.54, 2.91, 0.5378
SCAQ: 90, 9.76, 0.28, 0.5377
SAL: 90, 54.18, 4.21, 0.5376
ALTY: 90, 13.81, 2.33, 0.5376
FRBA: 90, 15.23, 4.55, 0.5375
WVFC: 90, 15.59, 2.53, 0.5375
ALAC: 90, 11.94, 2.11, 0.5375
LOPE: 90, 88.09, 3.25, 0.5374
SSBI: 90, 15.95, 3.48, 0.5373
IFGL: 90, 28.79, 1.37, 0.5373
IMOS: 90, 37.06, 4.8, 0.5372
SMAPU: 90, 10.3, 1.54, 0.5372
KTOS: 90, 20.61, 6.44, 0.537
INBK: 90, 50.22, 5.76, 0.537
BKEPP: 90, 8.3, 3.63, 0.537
UVSP: 90, 31.08, 3.29, 0.5369
FLL: 90, 13.02, 10.2, 0.5367
HBCP: 90, 43.5, 3.77, 0.5366
HVBC: 90, 22.71, 3.47, 0.5366
NOTV: 90, 47.75, 14.08, 0.5364
FWONK: 90, 65.17, 4.49, 0.5362
CFBK: 90, 21.77, 5.12, 0.5361
CBAN: 90, 17.67, 4.15, 0.536
CLAQU: 90, 10.68, 2.52, 0.536
IBTF: 90, 25.35, 0.15, 0.536
MRTN: 90, 17.83, 3.81, 0.5359
SBSI: 90, 43.41, 3.45, 0.5358
MVBF: 90, 44.27, 5.32, 0.5357
VCEL: 90, 46.56, 12.02, 0.5356
EWBC: 90, 83.53, 4.44, 0.5355
THRM: 90, 91.2, 4.23, 0.5355
BANX: 90, 22.16, 2.96, 0.5355
FEMS: 90, 41.1, 2.14, 0.5355
CRSP: 90, 85.75, 10.47, 0.5354
HTLF: 90, 53.07, 3.66, 0.5353
STX: 90, 120.96, 4.93, 0.5352
SHBI: 90, 21.88, 4.76, 0.5352
PPBI: 90, 41.82, 4.54, 0.5351
BUSE: 90, 28.13, 3.31, 0.5351
ALRS: 90, 30.44, 2.6, 0.5351
IBB: 90, 156.48, 2.33, 0.5351
MRVI: 90, 45.57, 9.77, 0.535
BCBP: 90, 16.01, 3.02, 0.535
BRPM: 90, 10.27, 1.85, 0.535
FTAA: 90, 9.96, 0.5, 0.535
HWKN: 90, 41.67, 3.92, 0.5349
MPB: 90, 33.3, 4.74, 0.5348
SNPX: 90, 11.54, 25.74, 0.5347
TUGCU: 90, 10.1, 0.44, 0.5347
GEEXU: 90, 10.16, 0.48, 0.5346
APPS: 90, 70.68, 13.4, 0.5345
UTMD: 90, 104.81, 3.36, 0.5344
VWE: 90, 11.3, 2.53, 0.5344
HERAU: 90, 10.1, 0.35, 0.5344
GDS: 90, 47.01, 8.95, 0.5343
MBUU: 90, 72.83, 5.82, 0.5343
PKBK: 90, 22.01, 4.61, 0.5343
IMKTA: 90, 92.33, 4.41, 0.5343
JOFF: 90, 9.74, 0.44, 0.5343
BWBBP: 90, 26.59, 0.75, 0.5342
NMFC: 90, 14.12, 2.95, 0.5341
IBTE: 90, 25.46, 0.13, 0.5341
LI: 90, 34.31, 14.24, 0.534
FIBK: 90, 42.11, 3.18, 0.5339
FNK: 90, 48.36, 2.44, 0.5337
KRUS: 90, 94.63, 18.57, 0.5336
SPFI: 90, 29.88, 6.35, 0.5336
IGNY: 90, 9.77, 0.31, 0.5336
HUBG: 90, 88.12, 3.64, 0.5335
HFBL: 90, 21.26, 4.16, 0.5334
IROQ: 90, 25.7, 2.73, 0.5334
KBWD: 90, 20.76, 2.05, 0.5333
ZNGA: 90, 6.58, 4.37, 0.5331
WSFS: 90, 53.13, 3.86, 0.533
GSBC: 90, 61.35, 2.96, 0.533
FEM: 90, 26.46, 1.93, 0.533
FPA: 90, 32.03, 1.65, 0.533
WERN: 90, 49.63, 3.13, 0.5328
MCBC: 90, 9.09, 2.91, 0.5327
FWONA: 90, 61.5, 4.16, 0.5326
FNWB: 90, 20.85, 3.25, 0.5326
BREZ: 90, 10.26, 0.54, 0.5326
HALO: 90, 43.04, 6.39, 0.5322
LOAN: 90, 6.07, 4.25, 0.5322
BOKF: 90, 109.79, 3.81, 0.5322
TRMK: 90, 33.39, 2.92, 0.5321
HRZN: 90, 16.8, 4.25, 0.532
MAQCU: 90, 10.4, 1.34, 0.5319
NVEI: 90, 75.81, 15.13, 0.5317
ERES: 90, 9.93, 0.5, 0.5317
CTSH: 90, 92.19, 2.82, 0.5316
IGF: 90, 48.17, 1.47, 0.5316
MACU: 90, 10.07, 0.69, 0.5315
SSSS: 90, 14.53, 5.38, 0.5313
ESGRO: 90, 27.66, 3.04, 0.5313
IPVI: 90, 9.79, 0.35, 0.5313
MCAGU: 90, 10.11, 0.37, 0.5312
NFTY: 90, 48.49, 2.13, 0.5311
OCSL: 90, 7.74, 3.01, 0.5308
BWFG: 90, 33.47, 3.04, 0.5307
HBNC: 90, 21.95, 3.67, 0.5305
DAX: 90, 33.26, 1.98, 0.5305
CFFEU: 90, 10.14, 0.44, 0.5305
APPN: 90, 80.03, 11.3, 0.5303
ACBI: 90, 30.13, 4.07, 0.5302
RVSB: 90, 8.12, 3.87, 0.5302
CHKP: 90, 121.29, 2.21, 0.5301
DSACU: 90, 10.74, 1.97, 0.5301
KBWR: 90, 65.37, 3.08, 0.5297
WAFD: 90, 34.56, 2.9, 0.5296
CHNGU: 90, 72.79, 4.32, 0.5295
USLM: 90, 134.24, 3.38, 0.5294
NWS: 90, 23.42, 2.77, 0.5291
CZWI: 90, 14.14, 2.53, 0.5291
PID: 90, 18.58, 1.6, 0.5291
GATEU: 90, 10.19, 1.34, 0.5291
FMAO: 90, 34.39, 4.89, 0.529
FDUS: 90, 18.87, 4.29, 0.529
STRL: 90, 28.92, 7.1, 0.5289
EPAY: 90, 59.1, 4.15, 0.5289
VLY: 90, 14.26, 3.22, 0.5287
GBDC: 90, 15.75, 2.04, 0.5287
PBCTP: 90, 28.35, 2.11, 0.5286
RGCO: 90, 23.21, 3.05, 0.5285
ESSA: 90, 17.64, 2.73, 0.5285
SHAC: 90, 9.76, 0.25, 0.5285
LBAI: 90, 19.72, 3.33, 0.5284
CCBG: 90, 28.17, 3.57, 0.5282
REGI: 90, 45.62, 7.48, 0.5281
CATY: 90, 44.86, 3.51, 0.5281
JD: 90, 69.01, 4.89, 0.528
SDAC: 90, 9.77, 0.41, 0.528
OLLI: 90, 53.69, 4.77, 0.5279
UBOH: 90, 31.63, 4.56, 0.5279
MNDO: 90, 3.18, 2.41, 0.5279
CERN: 90, 95.3, 2.22, 0.5279
SNY: 90, 51.5, 1.97, 0.5279
IFV: 90, 23.6, 1.76, 0.5279
WASH: 90, 59.14, 3.0, 0.5277
LSXMK: 90, 52.36, 3.53, 0.5275
SHOO: 90, 47.68, 4.19, 0.5272
TECTP: 90, 11.04, 3.56, 0.5272
HFWA: 90, 25.01, 2.85, 0.5271
CIIG: 90, 9.87, 0.28, 0.5271
AROW: 90, 36.65, 3.03, 0.5269
NWBI: 90, 14.43, 1.85, 0.5269
GRCYU: 90, 10.5, 1.06, 0.5268
HLMN: 90, 10.85, 2.37, 0.5267
AKAM: 90, 122.36, 3.3, 0.5266
JCIC: 90, 9.76, 0.24, 0.5266
LSXMA: 90, 52.38, 3.22, 0.5264
PGC: 90, 37.09, 3.61, 0.5263
MSTR: 90, 593.47, 6.3, 0.5262
WCBR: 90, 26.95, 2.62, 0.526
SWKS: 90, 163.16, 4.16, 0.5259
TCFC: 90, 41.07, 3.86, 0.5258
SFNC: 90, 30.87, 3.19, 0.5258
MGYR: 90, 12.76, 2.88, 0.5257
ILPT: 90, 26.01, 2.78, 0.5256
FBIOP: 90, 26.65, 3.93, 0.5255
HCNE: 90, 9.87, 0.72, 0.5255
THCA: 90, 10.25, 0.62, 0.5255
DGII: 90, 26.15, 4.89, 0.5252
TSC: 90, 32.61, 5.47, 0.5251
THFF: 90, 46.41, 2.57, 0.5251
TWCBU: 90, 10.15, 1.03, 0.5251
RMBI: 90, 16.54, 2.96, 0.525
IBCP: 90, 24.81, 3.91, 0.5249
MBCN: 90, 25.81, 2.98, 0.5248
JSM: 90, 26.0, 2.91, 0.5248
CTRN: 90, 93.66, 6.76, 0.5247
NRIM: 90, 45.63, 3.78, 0.5246
TENB: 90, 59.23, 6.05, 0.5244
MU: 90, 101.66, 5.4, 0.5244
DLTR: 90, 145.04, 3.27, 0.5244
DHBC: 90, 9.77, 0.24, 0.5244
PAICU: 90, 11.06, 2.41, 0.5241
RDNT: 90, 31.96, 6.23, 0.524
COHU: 90, 40.77, 6.11, 0.524
GENC: 90, 11.99, 3.09, 0.524
ADRE: 90, 45.24, 1.61, 0.524
PTVE: 90, 13.17, 4.22, 0.5238
MYFW: 90, 31.21, 3.9, 0.5235
LDEM: 90, 57.92, 1.72, 0.5235
CMBM: 90, 29.41, 13.47, 0.5232
AGNCN: 90, 26.42, 2.51, 0.5232
BHFAL: 90, 27.52, 2.17, 0.5232
MACUU: 90, 10.24, 0.8, 0.5232
AGNC: 90, 15.67, 1.77, 0.5231
RCKY: 90, 42.62, 6.17, 0.5228
FSSI: 90, 9.75, 0.29, 0.5228
AUB: 90, 39.19, 3.42, 0.5226
ASTL: 90, 10.69, 2.88, 0.5224
CNXN: 90, 46.05, 3.73, 0.5223
ZNTEU: 90, 10.77, 1.85, 0.5223
EQRR: 90, 52.29, 2.37, 0.5222
TBNK: 90, 25.81, 2.35, 0.5222
CYBE: 90, 48.19, 7.97, 0.5221
VBFC: 90, 62.46, 4.9, 0.5221
SRDX: 90, 50.67, 4.01, 0.5221
IRTC: 90, 128.34, 9.6, 0.522
IGOV: 90, 50.29, 0.25, 0.522
ESQ: 90, 33.32, 5.47, 0.5219
CBFV: 90, 25.0, 2.35, 0.5219
ACIW: 90, 36.36, 3.33, 0.5217
NEWTL: 90, 25.87, 2.07, 0.5217
AMKR: 90, 26.53, 6.49, 0.5216
ABTX: 90, 44.75, 3.74, 0.5215
DGRE: 90, 28.58, 1.4, 0.5215
SUPN: 90, 32.04, 6.23, 0.5214
SLM: 90, 20.14, 3.16, 0.5214
SRCE: 90, 50.44, 2.82, 0.5214
TSCAP: 90, 26.86, 2.52, 0.5214
BANFP: 90, 29.05, 1.9, 0.5214
MLACU: 90, 10.32, 0.55, 0.5213
BLKB: 90, 83.93, 3.48, 0.5212
NBSTU: 90, 10.13, 0.92, 0.521
BHSEU: 90, 10.37, 1.21, 0.5208
SBEAU: 90, 10.69, 1.78, 0.5206
ABCB: 90, 52.25, 3.83, 0.5205
QRVO: 90, 163.93, 4.28, 0.5203
PLAB: 90, 20.08, 4.19, 0.5203
ILMN: 90, 392.4, 3.71, 0.5203
PFLT: 90, 13.02, 2.75, 0.5203
DCOMP: 90, 26.44, 1.48, 0.5203
FOCS: 90, 63.8, 5.36, 0.5201
BHSE: 90, 10.05, 0.44, 0.5201
CDLX: 90, 73.62, 13.38, 0.52
EXPE: 90, 189.28, 4.39, 0.5199
CHMG: 90, 47.23, 3.52, 0.5199
CPHC: 90, 17.92, 3.45, 0.5199
PFC: 90, 32.15, 3.3, 0.5198
NWSA: 90, 23.15, 2.51, 0.5198
BMTC: 90, 47.18, 2.74, 0.5197
ISEM: 90, 28.1, 1.63, 0.5197
ATSPT: 90, 9.88, 0.3, 0.5197
JJSF: 90, 162.31, 2.27, 0.5196
ONB: 90, 18.69, 2.19, 0.5196
REYN: 90, 31.44, 2.1, 0.5196
VLYPP: 90, 30.66, 3.22, 0.5195
CCNE: 90, 27.78, 3.11, 0.5194
FFBW: 90, 11.89, 1.5, 0.5194
SCVL: 90, 42.69, 6.23, 0.5193
GNOM: 90, 20.28, 2.96, 0.5193
PRPH: 90, 7.71, 10.35, 0.5192
FRPH: 90, 60.62, 3.16, 0.5192
IMXI: 90, 16.57, 3.47, 0.5191
VRTS: 90, 308.13, 3.7, 0.519
PCH: 90, 61.22, 3.1, 0.519
FKU: 90, 44.89, 1.85, 0.519
ISBC: 90, 15.56, 2.64, 0.5189
TANNI: 90, 26.9, 2.28, 0.5189
CHNG: 90, 22.39, 5.06, 0.5188
IPGP: 90, 179.57, 3.92, 0.5188
ASRV: 90, 3.94, 2.26, 0.5188
SNFCA: 90, 9.48, 3.43, 0.5187
OXSQZ: 90, 25.96, 2.36, 0.5187
LGND: 90, 171.97, 5.3, 0.5186
IBOC: 90, 44.1, 3.49, 0.5185
FLWS: 90, 24.64, 5.66, 0.5184
EXTR: 90, 17.91, 7.53, 0.5183
BICK: 90, 31.32, 1.56, 0.5182
BJK: 90, 44.38, 1.56, 0.5182
ACAHU: 90, 10.02, 0.2, 0.5182
DWEQ: 90, 28.92, 2.06, 0.5181
MCHI: 90, 61.96, 1.61, 0.5181
INTC: 90, 53.28, 2.72, 0.518
BWB: 90, 18.27, 3.02, 0.5178
AMNB: 90, 40.46, 3.36, 0.5175
NMIH: 90, 22.81, 4.59, 0.5174
CTBI: 90, 44.68, 2.16, 0.5174
TTMI: 90, 15.38, 3.65, 0.5173
CVCY: 90, 21.81, 3.71, 0.5172
PBBK: 90, 13.84, 2.41, 0.5171
SLRC: 90, 18.85, 2.66, 0.517
FJP: 90, 50.41, 1.06, 0.5169
CPTAL: 90, 25.99, 1.91, 0.5168
PLUG: 90, 31.53, 11.33, 0.5167
SUNS: 90, 14.38, 2.86, 0.5167
BMRC: 90, 38.54, 2.74, 0.5167
OCFC: 90, 22.88, 2.5, 0.5164
BBSI: 90, 73.72, 5.38, 0.5163
MIDD: 90, 203.76, 3.26, 0.5163
SPRC: 90, 7.63, 14.92, 0.5162
WTFC: 90, 95.58, 3.64, 0.5162
IPAXU: 90, 10.14, 1.81, 0.5161
EGBN: 90, 60.32, 3.18, 0.516
SCHN: 90, 54.59, 5.13, 0.5159
AMBA: 90, 218.26, 6.67, 0.5157
VRNT: 90, 54.29, 2.81, 0.5157
ABST: 90, 9.51, 2.63, 0.5157
EEFT: 90, 121.94, 3.39, 0.5156
BANR: 90, 63.8, 3.14, 0.5155
BENEU: 90, 11.65, 3.05, 0.5155
FCA: 90, 27.79, 1.84, 0.5155
INTG: 90, 55.09, 5.23, 0.5154
UTHR: 90, 221.69, 3.01, 0.5154
INBX: 90, 54.33, 17.87, 0.5153
TETC: 90, 9.77, 0.29, 0.5153
HSIC: 90, 79.71, 2.07, 0.5152
CCAP: 90, 19.2, 5.73, 0.5151
BOTJ: 90, 15.93, 3.0, 0.5151
PBCT: 90, 18.3, 2.31, 0.5151
IGAC: 90, 9.86, 0.35, 0.5151
BLDP: 90, 13.23, 9.44, 0.515
BSRR: 90, 28.49, 3.29, 0.515
VRTX: 90, 229.8, 2.82, 0.515
FULT: 90, 17.77, 2.63, 0.515
EDUC: 90, 9.71, 7.3, 0.5149
REG: 90, 76.04, 2.3, 0.5149
PGRW: 90, 9.83, 0.13, 0.5149
COFS: 90, 26.63, 2.19, 0.5145
NTRA: 90, 98.22, 8.32, 0.5144
KE: 90, 22.76, 3.52, 0.5144
OCAX: 90, 9.91, 0.19, 0.5144
PBAXU: 90, 10.1, 0.14, 0.5144
WALDU: 90, 10.36, 0.93, 0.5143
ENTFU: 90, 10.12, 0.36, 0.5142
SMBK: 90, 28.58, 3.57, 0.5141
HBAN: 90, 15.91, 3.0, 0.5141
FGBIP: 90, 26.9, 0.94, 0.514
FHLTU: 90, 9.94, 0.23, 0.514
CNOB: 90, 33.89, 3.41, 0.5138
CVBF: 90, 21.91, 2.21, 0.5138
RXDX: 90, 45.01, 16.51, 0.5137
VALU: 90, 50.3, 6.13, 0.5136
VCXA: 90, 9.9, 0.63, 0.5133
LSXMB: 90, 52.12, 3.12, 0.5131
CTEC: 90, 18.09, 3.58, 0.513
CZNC: 90, 26.96, 3.13, 0.513
ESGR: 90, 255.06, 2.48, 0.513
SBEA: 90, 10.23, 1.4, 0.513
SKYAU: 90, 9.95, 0.24, 0.513
GLPG: 90, 57.63, 4.99, 0.5128
LEGN: 90, 50.24, 5.9, 0.5127
NRAC: 90, 9.74, 0.17, 0.5127
CFFN: 90, 11.6, 1.47, 0.5126
AEHAU: 90, 10.14, 0.46, 0.5126
BWMX: 90, 20.86, 8.62, 0.5125
UMPQ: 90, 19.79, 2.63, 0.5124
PEBO: 90, 32.5, 2.32, 0.5124
OXSQL: 90, 25.84, 2.15, 0.5124
FCAP: 90, 42.21, 3.63, 0.5122
AY: 90, 36.47, 3.05, 0.5122
NATI: 90, 45.24, 2.52, 0.5122
FATE: 90, 66.86, 11.42, 0.5121
PEBK: 90, 28.21, 3.39, 0.5121
AIMC: 90, 53.81, 3.73, 0.512
CSTL: 90, 45.52, 9.62, 0.5119
MTTRW: 90, 14.28, 32.75, 0.5118
LVRA: 90, 9.79, 0.28, 0.5118
HTBK: 90, 12.18, 2.72, 0.5117
RVACU: 90, 10.14, 0.94, 0.5117
WABC: 90, 58.71, 1.77, 0.5116
ESTA: 90, 69.14, 9.53, 0.5115
IRMD: 90, 47.02, 5.95, 0.5115
SMCP: 90, 31.11, 1.07, 0.5115
BTAQ: 90, 10.07, 0.81, 0.5113
NAII: 90, 13.21, 4.26, 0.5109
PFG: 90, 74.34, 2.78, 0.5109
APLS: 90, 52.65, 10.16, 0.5108
GLHAU: 90, 10.01, 0.27, 0.5107
APTMU: 90, 9.92, 0.19, 0.5107
GIIXU: 90, 10.51, 0.28, 0.5106
ZWRK: 90, 9.75, 0.12, 0.5106
HSII: 90, 46.06, 3.9, 0.5105
HCCI: 90, 33.59, 4.77, 0.5104
VCKAU: 90, 10.27, 0.17, 0.5104
PDFS: 90, 33.65, 4.18, 0.5103
IBTX: 90, 75.55, 3.53, 0.5102
SLN: 90, 26.36, 6.13, 0.51
HWBK: 90, 26.18, 3.42, 0.51
OPOF: 90, 23.45, 2.77, 0.51
FID: 90, 17.86, 0.97, 0.5099
RNST: 90, 38.82, 1.96, 0.5098
ECOW: 90, 24.9, 1.46, 0.5097
IBTG: 90, 25.23, 0.08, 0.5097
IAS: 90, 23.73, 5.88, 0.5096
HCM: 90, 36.61, 5.46, 0.5096
KRNY: 90, 13.63, 2.17, 0.5096
OVLY: 90, 18.17, 3.55, 0.5093
GNTY: 90, 38.67, 2.59, 0.5093
BHFAP: 90, 27.45, 2.79, 0.509
INBKZ: 90, 26.65, 2.04, 0.509
TIOAU: 90, 10.06, 0.22, 0.509
RRR: 90, 56.84, 6.66, 0.5089
CMCTP: 90, 29.02, 2.31, 0.5089
CHPMU: 90, 10.42, 0.71, 0.5089
FATBP: 90, 19.04, 2.85, 0.5087
YSAC: 90, 10.2, 0.39, 0.5087
SSRM: 90, 18.36, 5.74, 0.5085
HBT: 90, 19.48, 3.92, 0.5084
CFFI: 90, 52.59, 2.57, 0.5083
CBNK: 90, 28.0, 7.05, 0.5082
AMPH: 90, 23.63, 3.33, 0.5081
TTCF: 90, 16.13, 5.02, 0.508
LCAPU: 90, 10.25, 0.53, 0.5078
VENAU: 90, 10.64, 0.24, 0.5078
FFNW: 90, 16.46, 2.31, 0.5074
WVVI: 90, 8.88, 1.85, 0.5073
DWAT: 90, 11.27, 0.93, 0.5073
REGN: 90, 661.86, 2.2, 0.5072
FLGT: 90, 114.81, 14.55, 0.5071
RING: 90, 27.22, 3.1, 0.5071
ENVXW: 90, 17.53, 28.63, 0.507
DHCA: 90, 9.73, 0.1, 0.5069
SNBR: 90, 82.59, 5.57, 0.5068
KSICU: 90, 9.99, 0.1, 0.5068
AIP: 90, 26.96, 23.43, 0.5067
CEVA: 90, 45.91, 4.19, 0.5067
AVHIU: 90, 10.31, 1.69, 0.5067
EDOC: 90, 16.49, 1.13, 0.5067
AFINP: 90, 27.33, 3.21, 0.5066
ACNB: 90, 32.49, 2.97, 0.5065
VLYPO: 90, 25.91, 1.96, 0.5065
FIACU: 90, 10.05, 0.03, 0.5065
TANNZ: 90, 26.9, 2.74, 0.5063
OFS: 90, 11.17, 3.29, 0.5062
LBC: 90, 14.65, 2.63, 0.5062
AGBAU: 90, 11.13, 1.28, 0.5062
DTOC: 90, 9.76, 0.55, 0.5061
RILYZ: 90, 25.01, 0.03, 0.5061
IMTX: 90, 12.91, 3.25, 0.5059
ORRF: 90, 25.95, 2.82, 0.5058
MRCC: 90, 11.51, 2.25, 0.5056
